Date,Close
26/02/2018 16:00:00,95.42
27/02/2018 16:00:00,94.2
28/02/2018 16:00:00,93.77
01/03/2018 16:00:00,92.85
02/03/2018 16:00:00,93.05
05/03/2018 16:00:00,93.64
06/03/2018 16:00:00,93.32
07/03/2018 16:00:00,93.86
08/03/2018 16:00:00,94.43
09/03/2018 16:00:00,96.54
12/03/2018 16:00:00,96.77
13/03/2018 16:00:00,94.41
14/03/2018 16:00:00,93.85
15/03/2018 16:00:00,94.18
16/03/2018 16:00:00,94.6
19/03/2018 16:00:00,92.89
20/03/2018 16:00:00,93.13
21/03/2018 16:00:00,92.48
22/03/2018 16:00:00,89.79
23/03/2018 16:00:00,87.18
26/03/2018 16:00:00,93.78
27/03/2018 16:00:00,89.47
28/03/2018 16:00:00,89.39
29/03/2018 16:00:00,91.27
02/04/2018 16:00:00,88.52
03/04/2018 16:00:00,89.71
04/04/2018 16:00:00,92.33
05/04/2018 16:00:00,92.38
06/04/2018 16:00:00,90.23
09/04/2018 16:00:00,90.77
10/04/2018 16:00:00,92.88
11/04/2018 16:00:00,91.86
12/04/2018 16:00:00,93.58
13/04/2018 16:00:00,93.08
16/04/2018 16:00:00,94.17
17/04/2018 16:00:00,96.07
18/04/2018 16:00:00,96.07
19/04/2018 16:00:00,96.11
20/04/2018 16:00:00,95
23/04/2018 16:00:00,95.35
24/04/2018 16:00:00,93.12
25/04/2018 16:00:00,92.31
26/04/2018 16:00:00,94.26
27/04/2018 16:00:00,95.82
30/04/2018 16:00:00,93.52
01/05/2018 16:00:00,95
02/05/2018 16:00:00,93.51
03/05/2018 16:00:00,94.07
04/05/2018 16:00:00,95.16
07/05/2018 16:00:00,96.22
08/05/2018 16:00:00,95.81
09/05/2018 16:00:00,96.94
10/05/2018 16:00:00,97.91
11/05/2018 16:00:00,97.7
14/05/2018 16:00:00,98.03
15/05/2018 16:00:00,97.32
16/05/2018 16:00:00,97.15
17/05/2018 16:00:00,96.18
18/05/2018 16:00:00,96.36
21/05/2018 16:00:00,97.6
22/05/2018 16:00:00,97.5
23/05/2018 16:00:00,98.66
24/05/2018 16:00:00,98.31
25/05/2018 16:00:00,98.36
29/05/2018 16:00:00,98.01
30/05/2018 16:00:00,98.95
31/05/2018 16:00:00,98.84
01/06/2018 16:00:00,100.79
04/06/2018 16:00:00,101.67
05/06/2018 16:00:00,102.19
06/06/2018 16:00:00,102.49
07/06/2018 16:00:00,100.88
08/06/2018 16:00:00,101.63
11/06/2018 16:00:00,101.05
12/06/2018 16:00:00,101.31
13/06/2018 16:00:00,100.85
14/06/2018 16:00:00,101.42
15/06/2018 16:00:00,100.13
18/06/2018 16:00:00,100.86
